scenario_id,attacker,defender,att_avg_threat,att_avg_tech_gen,att_modern_pct,att_avg_stealth,att_avg_ew,att_fighter_count,att_sam_count,att_uav_count,att_military_budget,att_aircraft_count,att_zone,dfn_avg_threat,dfn_avg_tech_gen,dfn_modern_pct,dfn_avg_stealth,dfn_avg_ew,dfn_fighter_count,dfn_sam_count,dfn_uav_count,dfn_military_budget,dfn_aircraft_count,dfn_zone,threat_ratio,tech_ratio,number_ratio,budget_ratio,outcome,attacker_win_probability
SCN_0121,United Kingdom,Saudi Arabia,7.65,4.38,75.0,3.5,7.7,3,1,0,68.0,152,1,7.5,4.25,75.0,1.88,7.25,3,1,0,75.0,234,2,1.02,1.031,0.65,0.907,Stalemate,0.59
SCN_0122,Russia,Turkey,8.62,4.75,75.0,2.94,8.04,3,3,1,86.0,1172,2,6.95,4.25,75.0,3.25,6.12,3,0,1,18.5,207,2,1.24,1.118,5.662,4.649,Attacker_Wins,0.72
SCN_0123,Saudi Arabia,Turkey,7.5,4.25,75.0,1.88,7.25,3,1,0,75.0,234,2,6.95,4.25,75.0,3.25,6.12,3,0,1,18.5,207,2,1.079,1.0,1.13,4.054,Attacker_Wins,0.78
SCN_0124,Iran,Turkey,5.62,3.75,50.0,1.62,3.88,2,1,1,9.9,337,2,6.95,4.25,75.0,3.25,6.12,3,0,1,18.5,207,2,0.809,0.882,1.628,0.535,Attacker_Wins,0.65
SCN_0125,Iran,France,5.62,3.75,50.0,1.62,3.88,2,1,1,9.9,337,2,7.7,4.38,75.0,2.5,7.3,2,1,0,59.0,254,1,0.73,0.856,1.327,0.168,Stalemate,0.48
SCN_0126,Russia,Iran,8.62,4.75,75.0,2.94,8.04,3,3,1,86.0,1172,2,5.62,3.75,50.0,1.62,3.88,2,1,1,9.9,337,2,1.534,1.267,3.478,8.687,Attacker_Wins,0.9
SCN_0127,USA,Japan,8.18,4.35,80.0,3.05,7.48,5,3,1,886.0,2085,1,8.07,4.5,50.0,3.5,7.7,3,1,0,51.0,363,1,1.014,0.967,5.744,17.373,Attacker_Wins,0.95
SCN_0128,Saudi Arabia,Australia,7.5,4.25,75.0,1.88,7.25,3,1,0,75.0,234,2,7.73,4.33,66.7,4.5,7.6,3,0,0,32.0,106,1,0.97,0.982,2.208,2.344,Attacker_Wins,0.77
SCN_0129,France,Saudi Arabia,7.7,4.38,75.0,2.5,7.3,2,1,0,59.0,254,1,7.5,4.25,75.0,1.88,7.25,3,1,0,75.0,234,2,1.027,1.031,1.085,0.787,Stalemate,0.55
SCN_0130,United Kingdom,Australia,7.65,4.38,75.0,3.5,7.7,3,1,0,68.0,152,1,7.73,4.33,66.7,4.5,7.6,3,0,0,32.0,106,1,0.99,1.012,1.434,2.125,Stalemate,0.56
SCN_0131,United Kingdom,North Korea,7.65,4.38,75.0,3.5,7.7,3,1,0,68.0,152,1,5.9,3.6,60.0,1.1,3.1,2,1,1,4.0,563,3,1.297,1.217,0.27,17.0,Attacker_Wins,0.95
SCN_0132,North Korea,India,5.9,3.6,60.0,1.1,3.1,2,1,1,4.0,563,3,6.52,4.08,66.7,2.08,6.31,7,2,1,81.4,630,1,0.905,0.882,0.894,0.049,Stalemate,0.56
SCN_0133,Japan,USA,8.07,4.5,50.0,3.5,7.7,3,1,0,51.0,363,1,8.18,4.35,80.0,3.05,7.48,5,3,1,886.0,2085,1,0.987,1.034,0.174,0.058,Attacker_Wins,0.69
SCN_0134,USA,Pakistan,8.18,4.35,80.0,3.05,7.48,5,3,1,886.0,2085,1,6.13,3.92,66.7,1.58,5.17,4,1,1,10.4,425,3,1.334,1.11,4.906,85.192,Attacker_Wins,0.82
SCN_0135,France,Pakistan,7.7,4.38,75.0,2.5,7.3,2,1,0,59.0,254,1,6.13,3.92,66.7,1.58,5.17,4,1,1,10.4,425,3,1.256,1.117,0.598,5.673,Attacker_Wins,0.63
SCN_0136,Japan,Turkey,8.07,4.5,50.0,3.5,7.7,3,1,0,51.0,363,1,6.95,4.25,75.0,3.25,6.12,3,0,1,18.5,207,2,1.161,1.059,1.754,2.757,Attacker_Wins,0.69
SCN_0137,Japan,Israel,8.07,4.5,50.0,3.5,7.7,3,1,0,51.0,363,1,8.42,4.75,83.3,2.33,8.25,2,3,1,23.5,241,1,0.958,0.947,1.506,2.17,Stalemate,0.6
SCN_0138,Japan,United Kingdom,8.07,4.5,50.0,3.5,7.7,3,1,0,51.0,363,1,7.65,4.38,75.0,3.5,7.7,3,1,0,68.0,152,1,1.055,1.027,2.388,0.75,Stalemate,0.55
SCN_0139,USA,Saudi Arabia,8.18,4.35,80.0,3.05,7.48,5,3,1,886.0,2085,1,7.5,4.25,75.0,1.88,7.25,3,1,0,75.0,234,2,1.091,1.024,8.91,11.813,Attacker_Wins,0.95
SCN_0140,North Korea,China,5.9,3.6,60.0,1.1,3.1,2,1,1,4.0,563,3,6.88,4.0,75.0,2.38,6.06,4,2,1,224.0,1571,3,0.858,0.9,0.358,0.018,Defender_Wins,0.36
SCN_0141,USA,India,8.18,4.35,80.0,3.05,7.48,5,3,1,886.0,2085,1,6.52,4.08,66.7,2.08,6.31,7,2,1,81.4,630,1,1.255,1.066,3.31,10.885,Attacker_Wins,0.86
SCN_0142,India,France,6.52,4.08,66.7,2.08,6.31,7,2,1,81.4,630,1,7.7,4.38,75.0,2.5,7.3,2,1,0,59.0,254,1,0.847,0.932,2.48,1.38,Stalemate,0.45
SCN_0143,Pakistan,Australia,6.13,3.92,66.7,1.58,5.17,4,1,1,10.4,425,3,7.73,4.33,66.7,4.5,7.6,3,0,0,32.0,106,1,0.793,0.905,4.009,0.325,Stalemate,0.49
SCN_0144,United Kingdom,Pakistan,7.65,4.38,75.0,3.5,7.7,3,1,0,68.0,152,1,6.13,3.92,66.7,1.58,5.17,4,1,1,10.4,425,3,1.248,1.117,0.358,6.538,Attacker_Wins,0.71
SCN_0145,France,Turkey,7.7,4.38,75.0,2.5,7.3,2,1,0,59.0,254,1,6.95,4.25,75.0,3.25,6.12,3,0,1,18.5,207,2,1.108,1.031,1.227,3.189,Attacker_Wins,0.7
SCN_0146,Australia,United Kingdom,7.73,4.33,66.7,4.5,7.6,3,0,0,32.0,106,1,7.65,4.38,75.0,3.5,7.7,3,1,0,68.0,152,1,1.01,0.989,0.697,0.471,Stalemate,0.58
SCN_0147,United Kingdom,Australia,7.65,4.38,75.0,3.5,7.7,3,1,0,68.0,152,1,7.73,4.33,66.7,4.5,7.6,3,0,0,32.0,106,1,0.99,1.012,1.434,2.125,Stalemate,0.54
SCN_0148,India,Russia,6.52,4.08,66.7,2.08,6.31,7,2,1,81.4,630,1,8.62,4.75,75.0,2.94,8.04,3,3,1,86.0,1172,2,0.756,0.859,0.538,0.947,Stalemate,0.55
SCN_0149,North Korea,Japan,5.9,3.6,60.0,1.1,3.1,2,1,1,4.0,563,3,8.07,4.5,50.0,3.5,7.7,3,1,0,51.0,363,1,0.731,0.8,1.551,0.078,Stalemate,0.48
SCN_0150,United Kingdom,Japan,7.65,4.38,75.0,3.5,7.7,3,1,0,68.0,152,1,8.07,4.5,50.0,3.5,7.7,3,1,0,51.0,363,1,0.948,0.973,0.419,1.333,Attacker_Wins,0.69
SCN_0151,North Korea,India,5.9,3.6,60.0,1.1,3.1,2,1,1,4.0,563,3,6.52,4.08,66.7,2.08,6.31,7,2,1,81.4,630,1,0.905,0.882,0.894,0.049,Stalemate,0.57
SCN_0152,USA,Japan,8.18,4.35,80.0,3.05,7.48,5,3,1,886.0,2085,1,8.07,4.5,50.0,3.5,7.7,3,1,0,51.0,363,1,1.014,0.967,5.744,17.373,Attacker_Wins,0.95
SCN_0153,Australia,USA,7.73,4.33,66.7,4.5,7.6,3,0,0,32.0,106,1,8.18,4.35,80.0,3.05,7.48,5,3,1,886.0,2085,1,0.945,0.995,0.051,0.036,Stalemate,0.6
SCN_0154,Turkey,France,6.95,4.25,75.0,3.25,6.12,3,0,1,18.5,207,2,7.7,4.38,75.0,2.5,7.3,2,1,0,59.0,254,1,0.903,0.97,0.815,0.314,Attacker_Wins,0.75
SCN_0155,USA,Israel,8.18,4.35,80.0,3.05,7.48,5,3,1,886.0,2085,1,8.42,4.75,83.3,2.33,8.25,2,3,1,23.5,241,1,0.971,0.916,8.651,37.702,Attacker_Wins,0.95
SCN_0156,Pakistan,China,6.13,3.92,66.7,1.58,5.17,4,1,1,10.4,425,3,6.88,4.0,75.0,2.38,6.06,4,2,1,224.0,1571,3,0.891,0.98,0.271,0.046,Stalemate,0.55
SCN_0157,Pakistan,Saudi Arabia,6.13,3.92,66.7,1.58,5.17,4,1,1,10.4,425,3,7.5,4.25,75.0,1.88,7.25,3,1,0,75.0,234,2,0.817,0.922,1.816,0.139,Stalemate,0.47
SCN_0158,Australia,United Kingdom,7.73,4.33,66.7,4.5,7.6,3,0,0,32.0,106,1,7.65,4.38,75.0,3.5,7.7,3,1,0,68.0,152,1,1.01,0.989,0.697,0.471,Stalemate,0.5
SCN_0159,China,Iran,6.88,4.0,75.0,2.38,6.06,4,2,1,224.0,1571,3,5.62,3.75,50.0,1.62,3.88,2,1,1,9.9,337,2,1.224,1.067,4.662,22.626,Attacker_Wins,0.95
SCN_0160,India,Israel,6.52,4.08,66.7,2.08,6.31,7,2,1,81.4,630,1,8.42,4.75,83.3,2.33,8.25,2,3,1,23.5,241,1,0.774,0.859,2.614,3.464,Stalemate,0.47
SCN_0161,China,Japan,6.88,4.0,75.0,2.38,6.06,4,2,1,224.0,1571,3,8.07,4.5,50.0,3.5,7.7,3,1,0,51.0,363,1,0.853,0.889,4.328,4.392,Attacker_Wins,0.75
SCN_0162,China,Russia,6.88,4.0,75.0,2.38,6.06,4,2,1,224.0,1571,3,8.62,4.75,75.0,2.94,8.04,3,3,1,86.0,1172,2,0.798,0.842,1.34,2.605,Attacker_Wins,0.62
SCN_0163,USA,Pakistan,8.18,4.35,80.0,3.05,7.48,5,3,1,886.0,2085,1,6.13,3.92,66.7,1.58,5.17,4,1,1,10.4,425,3,1.334,1.11,4.906,85.192,Attacker_Wins,0.95
SCN_0164,Russia,Israel,8.62,4.75,75.0,2.94,8.04,3,3,1,86.0,1172,2,8.42,4.75,83.3,2.33,8.25,2,3,1,23.5,241,1,1.024,1.0,4.863,3.66,Attacker_Wins,0.7
SCN_0165,Israel,United Kingdom,8.42,4.75,83.3,2.33,8.25,2,3,1,23.5,241,1,7.65,4.38,75.0,3.5,7.7,3,1,0,68.0,152,1,1.101,1.084,1.586,0.346,Stalemate,0.55
SCN_0166,North Korea,Iran,5.9,3.6,60.0,1.1,3.1,2,1,1,4.0,563,3,5.62,3.75,50.0,1.62,3.88,2,1,1,9.9,337,2,1.05,0.96,1.671,0.404,Stalemate,0.56
SCN_0167,Australia,China,7.73,4.33,66.7,4.5,7.6,3,0,0,32.0,106,1,6.88,4.0,75.0,2.38,6.06,4,2,1,224.0,1571,3,1.124,1.082,0.067,0.143,Stalemate,0.4
SCN_0168,China,Australia,6.88,4.0,75.0,2.38,6.06,4,2,1,224.0,1571,3,7.73,4.33,66.7,4.5,7.6,3,0,0,32.0,106,1,0.89,0.924,14.821,7.0,Attacker_Wins,0.83
SCN_0169,Israel,Russia,8.42,4.75,83.3,2.33,8.25,2,3,1,23.5,241,1,8.62,4.75,75.0,2.94,8.04,3,3,1,86.0,1172,2,0.977,1.0,0.206,0.273,Stalemate,0.6
SCN_0170,China,Australia,6.88,4.0,75.0,2.38,6.06,4,2,1,224.0,1571,3,7.73,4.33,66.7,4.5,7.6,3,0,0,32.0,106,1,0.89,0.924,14.821,7.0,Attacker_Wins,0.95
SCN_0171,United Kingdom,France,7.65,4.38,75.0,3.5,7.7,3,1,0,68.0,152,1,7.7,4.38,75.0,2.5,7.3,2,1,0,59.0,254,1,0.994,1.0,0.598,1.153,Stalemate,0.57
SCN_0172,Pakistan,United Kingdom,6.13,3.92,66.7,1.58,5.17,4,1,1,10.4,425,3,7.65,4.38,75.0,3.5,7.7,3,1,0,68.0,152,1,0.801,0.895,2.796,0.153,Stalemate,0.59
SCN_0173,India,United Kingdom,6.52,4.08,66.7,2.08,6.31,7,2,1,81.4,630,1,7.65,4.38,75.0,3.5,7.7,3,1,0,68.0,152,1,0.852,0.932,4.145,1.197,Stalemate,0.58
SCN_0174,Saudi Arabia,USA,7.5,4.25,75.0,1.88,7.25,3,1,0,75.0,234,2,8.18,4.35,80.0,3.05,7.48,5,3,1,886.0,2085,1,0.917,0.977,0.112,0.085,Stalemate,0.42
SCN_0175,North Korea,China,5.9,3.6,60.0,1.1,3.1,2,1,1,4.0,563,3,6.88,4.0,75.0,2.38,6.06,4,2,1,224.0,1571,3,0.858,0.9,0.358,0.018,Stalemate,0.6
SCN_0176,Russia,India,8.62,4.75,75.0,2.94,8.04,3,3,1,86.0,1172,2,6.52,4.08,66.7,2.08,6.31,7,2,1,81.4,630,1,1.322,1.164,1.86,1.057,Stalemate,0.5
SCN_0177,China,Saudi Arabia,6.88,4.0,75.0,2.38,6.06,4,2,1,224.0,1571,3,7.5,4.25,75.0,1.88,7.25,3,1,0,75.0,234,2,0.917,0.941,6.714,2.987,Attacker_Wins,0.77
SCN_0178,USA,Russia,8.18,4.35,80.0,3.05,7.48,5,3,1,886.0,2085,1,8.62,4.75,75.0,2.94,8.04,3,3,1,86.0,1172,2,0.949,0.916,1.779,10.302,Attacker_Wins,0.63
SCN_0179,North Korea,Turkey,5.9,3.6,60.0,1.1,3.1,2,1,1,4.0,563,3,6.95,4.25,75.0,3.25,6.12,3,0,1,18.5,207,2,0.849,0.847,2.72,0.216,Stalemate,0.55
SCN_0180,Pakistan,Turkey,6.13,3.92,66.7,1.58,5.17,4,1,1,10.4,425,3,6.95,4.25,75.0,3.25,6.12,3,0,1,18.5,207,2,0.882,0.922,2.053,0.562,Stalemate,0.54
SCN_0181,United Kingdom,India,7.65,4.38,75.0,3.5,7.7,3,1,0,68.0,152,1,6.52,4.08,66.7,2.08,6.31,7,2,1,81.4,630,1,1.173,1.074,0.241,0.835,Stalemate,0.59
SCN_0182,Saudi Arabia,USA,7.5,4.25,75.0,1.88,7.25,3,1,0,75.0,234,2,8.18,4.35,80.0,3.05,7.48,5,3,1,886.0,2085,1,0.917,0.977,0.112,0.085,Attacker_Wins,0.65
SCN_0183,Iran,India,5.62,3.75,50.0,1.62,3.88,2,1,1,9.9,337,2,6.52,4.08,66.7,2.08,6.31,7,2,1,81.4,630,1,0.862,0.919,0.535,0.122,Attacker_Wins,0.63
SCN_0184,India,Russia,6.52,4.08,66.7,2.08,6.31,7,2,1,81.4,630,1,8.62,4.75,75.0,2.94,8.04,3,3,1,86.0,1172,2,0.756,0.859,0.538,0.947,Attacker_Wins,0.65
SCN_0185,Australia,North Korea,7.73,4.33,66.7,4.5,7.6,3,0,0,32.0,106,1,5.9,3.6,60.0,1.1,3.1,2,1,1,4.0,563,3,1.31,1.203,0.188,8.0,Attacker_Wins,0.74
SCN_0186,Japan,Saudi Arabia,8.07,4.5,50.0,3.5,7.7,3,1,0,51.0,363,1,7.5,4.25,75.0,1.88,7.25,3,1,0,75.0,234,2,1.076,1.059,1.551,0.68,Attacker_Wins,0.75
SCN_0187,Japan,Pakistan,8.07,4.5,50.0,3.5,7.7,3,1,0,51.0,363,1,6.13,3.92,66.7,1.58,5.17,4,1,1,10.4,425,3,1.316,1.148,0.854,4.904,Attacker_Wins,0.75
SCN_0188,USA,Russia,8.18,4.35,80.0,3.05,7.48,5,3,1,886.0,2085,1,8.62,4.75,75.0,2.94,8.04,3,3,1,86.0,1172,2,0.949,0.916,1.779,10.302,Attacker_Wins,0.81
SCN_0189,Turkey,USA,6.95,4.25,75.0,3.25,6.12,3,0,1,18.5,207,2,8.18,4.35,80.0,3.05,7.48,5,3,1,886.0,2085,1,0.85,0.977,0.099,0.021,Stalemate,0.47
SCN_0190,Israel,Turkey,8.42,4.75,83.3,2.33,8.25,2,3,1,23.5,241,1,6.95,4.25,75.0,3.25,6.12,3,0,1,18.5,207,2,1.212,1.118,1.164,1.27,Stalemate,0.43
SCN_0191,India,Iran,6.52,4.08,66.7,2.08,6.31,7,2,1,81.4,630,1,5.62,3.75,50.0,1.62,3.88,2,1,1,9.9,337,2,1.16,1.088,1.869,8.222,Attacker_Wins,0.72
SCN_0192,Saudi Arabia,China,7.5,4.25,75.0,1.88,7.25,3,1,0,75.0,234,2,6.88,4.0,75.0,2.38,6.06,4,2,1,224.0,1571,3,1.09,1.062,0.149,0.335,Attacker_Wins,0.64
SCN_0193,USA,Pakistan,8.18,4.35,80.0,3.05,7.48,5,3,1,886.0,2085,1,6.13,3.92,66.7,1.58,5.17,4,1,1,10.4,425,3,1.334,1.11,4.906,85.192,Attacker_Wins,0.92
SCN_0194,India,Australia,6.52,4.08,66.7,2.08,6.31,7,2,1,81.4,630,1,7.73,4.33,66.7,4.5,7.6,3,0,0,32.0,106,1,0.843,0.942,5.943,2.544,Attacker_Wins,0.72
SCN_0195,Iran,USA,5.62,3.75,50.0,1.62,3.88,2,1,1,9.9,337,2,8.18,4.35,80.0,3.05,7.48,5,3,1,886.0,2085,1,0.687,0.862,0.162,0.011,Stalemate,0.6
SCN_0196,North Korea,United Kingdom,5.9,3.6,60.0,1.1,3.1,2,1,1,4.0,563,3,7.65,4.38,75.0,3.5,7.7,3,1,0,68.0,152,1,0.771,0.822,3.704,0.059,Stalemate,0.6
SCN_0197,Saudi Arabia,Turkey,7.5,4.25,75.0,1.88,7.25,3,1,0,75.0,234,2,6.95,4.25,75.0,3.25,6.12,3,0,1,18.5,207,2,1.079,1.0,1.13,4.054,Attacker_Wins,0.76
SCN_0198,Saudi Arabia,India,7.5,4.25,75.0,1.88,7.25,3,1,0,75.0,234,2,6.52,4.08,66.7,2.08,6.31,7,2,1,81.4,630,1,1.15,1.042,0.371,0.921,Stalemate,0.6
SCN_0199,Israel,India,8.42,4.75,83.3,2.33,8.25,2,3,1,23.5,241,1,6.52,4.08,66.7,2.08,6.31,7,2,1,81.4,630,1,1.291,1.164,0.383,0.289,Stalemate,0.5
SCN_0200,Russia,Saudi Arabia,8.62,4.75,75.0,2.94,8.04,3,3,1,86.0,1172,2,7.5,4.25,75.0,1.88,7.25,3,1,0,75.0,234,2,1.149,1.118,5.009,1.147,Stalemate,0.6
SCN_0201,Saudi Arabia,Iran,7.5,4.25,75.0,1.88,7.25,3,1,0,75.0,234,2,5.62,3.75,50.0,1.62,3.88,2,1,1,9.9,337,2,1.335,1.133,0.694,7.576,Attacker_Wins,0.77
SCN_0202,Pakistan,Japan,6.13,3.92,66.7,1.58,5.17,4,1,1,10.4,425,3,8.07,4.5,50.0,3.5,7.7,3,1,0,51.0,363,1,0.76,0.871,1.171,0.204,Stalemate,0.59
SCN_0203,Pakistan,Russia,6.13,3.92,66.7,1.58,5.17,4,1,1,10.4,425,3,8.62,4.75,75.0,2.94,8.04,3,3,1,86.0,1172,2,0.711,0.825,0.363,0.121,Stalemate,0.52
SCN_0204,United Kingdom,Iran,7.65,4.38,75.0,3.5,7.7,3,1,0,68.0,152,1,5.62,3.75,50.0,1.62,3.88,2,1,1,9.9,337,2,1.361,1.168,0.451,6.869,Stalemate,0.55
SCN_0205,China,Israel,6.88,4.0,75.0,2.38,6.06,4,2,1,224.0,1571,3,8.42,4.75,83.3,2.33,8.25,2,3,1,23.5,241,1,0.817,0.842,6.519,9.532,Attacker_Wins,0.73
SCN_0206,Turkey,United Kingdom,6.95,4.25,75.0,3.25,6.12,3,0,1,18.5,207,2,7.65,4.38,75.0,3.5,7.7,3,1,0,68.0,152,1,0.908,0.97,1.362,0.272,Attacker_Wins,0.64
SCN_0207,Russia,USA,8.62,4.75,75.0,2.94,8.04,3,3,1,86.0,1172,2,8.18,4.35,80.0,3.05,7.48,5,3,1,886.0,2085,1,1.054,1.092,0.562,0.097,Defender_Wins,0.32
SCN_0208,Pakistan,India,6.13,3.92,66.7,1.58,5.17,4,1,1,10.4,425,3,6.52,4.08,66.7,2.08,6.31,7,2,1,81.4,630,1,0.94,0.961,0.675,0.128,Attacker_Wins,0.75
SCN_0209,United Kingdom,Turkey,7.65,4.38,75.0,3.5,7.7,3,1,0,68.0,152,1,6.95,4.25,75.0,3.25,6.12,3,0,1,18.5,207,2,1.101,1.031,0.734,3.676,Attacker_Wins,0.67
SCN_0210,Iran,North Korea,5.62,3.75,50.0,1.62,3.88,2,1,1,9.9,337,2,5.9,3.6,60.0,1.1,3.1,2,1,1,4.0,563,3,0.953,1.042,0.599,2.475,Stalemate,0.58
SCN_0211,USA,Japan,8.18,4.35,80.0,3.05,7.48,5,3,1,886.0,2085,1,8.07,4.5,50.0,3.5,7.7,3,1,0,51.0,363,1,1.014,0.967,5.744,17.373,Attacker_Wins,0.95
SCN_0212,China,United Kingdom,6.88,4.0,75.0,2.38,6.06,4,2,1,224.0,1571,3,7.65,4.38,75.0,3.5,7.7,3,1,0,68.0,152,1,0.899,0.913,10.336,3.294,Attacker_Wins,0.86
SCN_0213,North Korea,France,5.9,3.6,60.0,1.1,3.1,2,1,1,4.0,563,3,7.7,4.38,75.0,2.5,7.3,2,1,0,59.0,254,1,0.766,0.822,2.217,0.068,Attacker_Wins,0.71
SCN_0214,United Kingdom,Australia,7.65,4.38,75.0,3.5,7.7,3,1,0,68.0,152,1,7.73,4.33,66.7,4.5,7.6,3,0,0,32.0,106,1,0.99,1.012,1.434,2.125,Stalemate,0.54
SCN_0215,United Kingdom,Australia,7.65,4.38,75.0,3.5,7.7,3,1,0,68.0,152,1,7.73,4.33,66.7,4.5,7.6,3,0,0,32.0,106,1,0.99,1.012,1.434,2.125,Attacker_Wins,0.72
SCN_0216,Israel,Pakistan,8.42,4.75,83.3,2.33,8.25,2,3,1,23.5,241,1,6.13,3.92,66.7,1.58,5.17,4,1,1,10.4,425,3,1.374,1.212,0.567,2.26,Attacker_Wins,0.72
SCN_0217,Australia,United Kingdom,7.73,4.33,66.7,4.5,7.6,3,0,0,32.0,106,1,7.65,4.38,75.0,3.5,7.7,3,1,0,68.0,152,1,1.01,0.989,0.697,0.471,Attacker_Wins,0.69
SCN_0218,Japan,Turkey,8.07,4.5,50.0,3.5,7.7,3,1,0,51.0,363,1,6.95,4.25,75.0,3.25,6.12,3,0,1,18.5,207,2,1.161,1.059,1.754,2.757,Stalemate,0.56
SCN_0219,Russia,Japan,8.62,4.75,75.0,2.94,8.04,3,3,1,86.0,1172,2,8.07,4.5,50.0,3.5,7.7,3,1,0,51.0,363,1,1.068,1.056,3.229,1.686,Stalemate,0.52
SCN_0220,North Korea,China,5.9,3.6,60.0,1.1,3.1,2,1,1,4.0,563,3,6.88,4.0,75.0,2.38,6.06,4,2,1,224.0,1571,3,0.858,0.9,0.358,0.018,Stalemate,0.5
SCN_0221,Japan,USA,8.07,4.5,50.0,3.5,7.7,3,1,0,51.0,363,1,8.18,4.35,80.0,3.05,7.48,5,3,1,886.0,2085,1,0.987,1.034,0.174,0.058,Stalemate,0.48
SCN_0222,Russia,Saudi Arabia,8.62,4.75,75.0,2.94,8.04,3,3,1,86.0,1172,2,7.5,4.25,75.0,1.88,7.25,3,1,0,75.0,234,2,1.149,1.118,5.009,1.147,Stalemate,0.6
SCN_0223,Israel,USA,8.42,4.75,83.3,2.33,8.25,2,3,1,23.5,241,1,8.18,4.35,80.0,3.05,7.48,5,3,1,886.0,2085,1,1.029,1.092,0.116,0.027,Stalemate,0.52
SCN_0224,USA,Israel,8.18,4.35,80.0,3.05,7.48,5,3,1,886.0,2085,1,8.42,4.75,83.3,2.33,8.25,2,3,1,23.5,241,1,0.971,0.916,8.651,37.702,Attacker_Wins,0.95
SCN_0225,France,Turkey,7.7,4.38,75.0,2.5,7.3,2,1,0,59.0,254,1,6.95,4.25,75.0,3.25,6.12,3,0,1,18.5,207,2,1.108,1.031,1.227,3.189,Attacker_Wins,0.68
SCN_0226,India,Australia,6.52,4.08,66.7,2.08,6.31,7,2,1,81.4,630,1,7.73,4.33,66.7,4.5,7.6,3,0,0,32.0,106,1,0.843,0.942,5.943,2.544,Attacker_Wins,0.75
SCN_0227,Saudi Arabia,United Kingdom,7.5,4.25,75.0,1.88,7.25,3,1,0,75.0,234,2,7.65,4.38,75.0,3.5,7.7,3,1,0,68.0,152,1,0.98,0.97,1.539,1.103,Stalemate,0.58
SCN_0228,Israel,Saudi Arabia,8.42,4.75,83.3,2.33,8.25,2,3,1,23.5,241,1,7.5,4.25,75.0,1.88,7.25,3,1,0,75.0,234,2,1.123,1.118,1.03,0.313,Stalemate,0.51
SCN_0229,Israel,Pakistan,8.42,4.75,83.3,2.33,8.25,2,3,1,23.5,241,1,6.13,3.92,66.7,1.58,5.17,4,1,1,10.4,425,3,1.374,1.212,0.567,2.26,Stalemate,0.54
SCN_0230,China,Iran,6.88,4.0,75.0,2.38,6.06,4,2,1,224.0,1571,3,5.62,3.75,50.0,1.62,3.88,2,1,1,9.9,337,2,1.224,1.067,4.662,22.626,Attacker_Wins,0.95
SCN_0231,Australia,USA,7.73,4.33,66.7,4.5,7.6,3,0,0,32.0,106,1,8.18,4.35,80.0,3.05,7.48,5,3,1,886.0,2085,1,0.945,0.995,0.051,0.036,Stalemate,0.6
SCN_0232,Iran,North Korea,5.62,3.75,50.0,1.62,3.88,2,1,1,9.9,337,2,5.9,3.6,60.0,1.1,3.1,2,1,1,4.0,563,3,0.953,1.042,0.599,2.475,Stalemate,0.59
SCN_0233,India,Japan,6.52,4.08,66.7,2.08,6.31,7,2,1,81.4,630,1,8.07,4.5,50.0,3.5,7.7,3,1,0,51.0,363,1,0.808,0.907,1.736,1.596,Stalemate,0.6
SCN_0234,Turkey,Pakistan,6.95,4.25,75.0,3.25,6.12,3,0,1,18.5,207,2,6.13,3.92,66.7,1.58,5.17,4,1,1,10.4,425,3,1.134,1.084,0.487,1.779,Stalemate,0.58
SCN_0235,Russia,Turkey,8.62,4.75,75.0,2.94,8.04,3,3,1,86.0,1172,2,6.95,4.25,75.0,3.25,6.12,3,0,1,18.5,207,2,1.24,1.118,5.662,4.649,Attacker_Wins,0.77
SCN_0236,France,Australia,7.7,4.38,75.0,2.5,7.3,2,1,0,59.0,254,1,7.73,4.33,66.7,4.5,7.6,3,0,0,32.0,106,1,0.996,1.012,2.396,1.844,Attacker_Wins,0.73
SCN_0237,Israel,Saudi Arabia,8.42,4.75,83.3,2.33,8.25,2,3,1,23.5,241,1,7.5,4.25,75.0,1.88,7.25,3,1,0,75.0,234,2,1.123,1.118,1.03,0.313,Stalemate,0.6
SCN_0238,France,India,7.7,4.38,75.0,2.5,7.3,2,1,0,59.0,254,1,6.52,4.08,66.7,2.08,6.31,7,2,1,81.4,630,1,1.181,1.074,0.403,0.725,Stalemate,0.48
SCN_0239,United Kingdom,USA,7.65,4.38,75.0,3.5,7.7,3,1,0,68.0,152,1,8.18,4.35,80.0,3.05,7.48,5,3,1,886.0,2085,1,0.935,1.007,0.073,0.077,Stalemate,0.6
SCN_0240,Israel,India,8.42,4.75,83.3,2.33,8.25,2,3,1,23.5,241,1,6.52,4.08,66.7,2.08,6.31,7,2,1,81.4,630,1,1.291,1.164,0.383,0.289,Stalemate,0.47
SCN_0241,USA,India,8.18,4.35,80.0,3.05,7.48,5,3,1,886.0,2085,1,6.52,4.08,66.7,2.08,6.31,7,2,1,81.4,630,1,1.255,1.066,3.31,10.885,Attacker_Wins,0.95
SCN_0242,USA,Pakistan,8.18,4.35,80.0,3.05,7.48,5,3,1,886.0,2085,1,6.13,3.92,66.7,1.58,5.17,4,1,1,10.4,425,3,1.334,1.11,4.906,85.192,Attacker_Wins,0.95
